target,target1,date,date1,is_sick,area,size,speed,x_head,y_head,rotation,x_center,y_center,temperature,temperature_speed
25,m25,10/22/20,32,FALSE,623.5,16,0.89,0.68,0.17,0,0.59,0.12,41.01,-0.07
25,m25,10/22/20,32,FALSE,711,16,0.45,0.58,0.02,0.05,0.63,0.19,40.46,0.01
25,m25,10/22/20,32,FALSE,657.5,15,0.82,0.62,-0.01,0.22,0.64,0.16,37.92,-0.02
25,m25,10/22/20,32,FALSE,640.5,22,2.72,0.86,0.2,0.46,0.74,0.14,39.11,0.31
25,m25,10/22/20,33,FALSE,433,18,0.89,0.81,-0.02,0.34,0.73,0.1,39.3,0.72
25,m25,10/22/20,33,FALSE,535.5,20,40.45,0.61,0.26,2.69,0.69,0.44,40.62,-2.18
25,m25,10/22/20,33,FALSE,587,17,3.77,0.82,0.15,0,0.72,0.12,38.5,-1.95
25,m25,10/22/20,34,FALSE,567,12,1.81,0.68,0.07,1.65,0.65,0.21,38.86,-0.14
25,m25,10/22/20,34,FALSE,543.5,15,2.78,0.57,-0.02,2.65,0.62,0.14,40.15,-0.13
25,m25,10/22/20,34,FALSE,711.5,19,0.89,0.68,0.32,0,0.59,0.18,41.21,-0.07
25,m25,10/22/20,34,FALSE,818.5,19,0.45,0.6,-0.02,0.16,0.62,0.21,40.97,0.03
25,m25,10/22/20,35,FALSE,873.5,18,0.4,0.6,-0.02,0,0.62,0.2,39.93,-0.17
25,m25,10/22/20,35,FALSE,970.5,17,2.06,0.6,-0.02,0.44,0.6,0.19,40.34,0.22
25,m25,10/22/20,35,FALSE,810,18,0.2,0.7,0.05,0.32,0.61,0.15,40.5,-1.08
25,m25,10/22/20,35,FALSE,927.5,17,1.13,0.53,0.04,0.11,0.59,0.2,41.96,0.47
25,m25,10/22/20,36,FALSE,703,17,11.81,0.26,1.01,1.21,0.21,0.82,38.25,-0.19
25,m25,10/22/20,36,FALSE,270.5,14,1.46,0.7,0.12,0.28,0.62,0.06,41.03,-0.71
25,m25,10/22/20,36,FALSE,589.5,21,5.02,0.66,0.1,0,0.54,0.08,39.35,-0.07
25,m25,10/22/20,36,FALSE,672,17,3.01,0.66,0.12,0.12,0.57,0.11,41.08,0.11
25,m25,10/22/20,37,FALSE,595,19,0.89,0.68,0.09,0,0.57,0.1,40.3,-0.4
25,m25,10/22/20,37,FALSE,869.5,16,0.45,0.6,-0.02,0,0.59,0.18,40.06,-0.02
25,m25,10/22/20,37,FALSE,758.5,20,0.82,0.65,0.19,0.25,0.54,0.11,39.51,-0.66
25,m25,10/22/20,37,FALSE,629.5,19,1,0.67,0.11,0.16,0.57,0.1,40.81,-0.29
25,m25,10/22/20,38,FALSE,446,16,0.63,0.65,0.1,0,0.56,0.09,40.94,-0.05
25,m25,10/22/20,38,FALSE,292,13,2.84,0.67,0.11,0.6,0.6,0.06,40.59,0.02
25,m25,10/22/20,38,FALSE,484.5,19,1.22,0.64,0.1,0,0.54,0.08,40.83,-1.09
25,m25,10/22/20,38,FALSE,688.5,19,1.34,0.62,0.14,0,0.52,0.12,39.55,0.27
25,m25,10/22/20,39,FALSE,546,25,46.87,0.54,0.12,2.16,0.58,0.41,43.37,6.53
25,m25,10/22/20,39,FALSE,945.5,21,4.57,-0.01,0.57,0.81,0.1,0.66,39.82,-2.51
25,m25,10/22/20,39,FALSE,745,24,2.34,0.07,0.51,0.05,0.17,0.7,39.43,-0.82
25,m25,10/22/20,39,FALSE,834.5,22,0.72,0.93,0.12,0,0.83,0.29,38.45,0.23
25,m25,10/22/20,40,FALSE,1137,27,31.57,0.96,0.02,0.49,0.83,0.18,39.66,-1.06
25,m25,10/22/20,40,FALSE,443,18,1,0.59,0.03,0.29,0.49,0.09,40.52,0.15
25,m25,10/22/20,40,FALSE,271,14,12.79,0.51,0.2,0.94,0.45,0.09,41.32,-0.87
25,m25,10/22/20,40,FALSE,320.5,16,2.34,0.53,0.04,0,0.44,0.06,40.5,0.97
25,m25,10/22/20,41,FALSE,359.5,17,0.63,0.53,0.1,0,0.43,0.06,41.1,0.09
25,m25,10/22/20,41,FALSE,567,24,0.63,0.57,0.08,0,0.43,0.06,39.35,0.06
25,m25,10/22/20,41,FALSE,293.5,16,0.2,0.55,0.06,0.3,0.46,0.05,40.94,0.15
25,m25,10/22/20,41,FALSE,650,16,3.39,0.12,-0.02,0,0.07,0.15,37.61,-1.22
25,m25,10/22/20,42,FALSE,573,0,5.19,0.72,0.84,0,0.72,0.84,39.17,0.4
25,m25,10/22/20,42,FALSE,315.5,19,0.63,0.57,0.04,0.33,0.47,0.04,42.52,-0.23
25,m25,10/22/20,42,FALSE,902,25,44.6,0.67,0.83,0.35,0.53,0.86,40.57,1.48
25,m25,10/22/20,43,FALSE,349.5,19,4.29,0.49,-0.02,0.21,0.39,0.08,41.58,0.93
25,m25,10/22/20,43,FALSE,403,19,1.72,0.51,0.05,0.31,0.41,0.06,40.86,-0.09
25,m25,10/22/20,43,FALSE,562.5,18,0.8,0.54,0.15,0,0.44,0.1,40.74,-0.63
25,m25,10/22/20,43,FALSE,388,17,0.57,0.57,0.06,0,0.47,0.08,41.03,0.08
25,m25,10/22/20,44,FALSE,675.5,20,0.2,0.6,0.1,0.14,0.49,0.1,39.57,-0.2
25,m25,10/22/20,44,FALSE,694.5,20,0.4,0.59,0.11,0.34,0.48,0.1,38.58,0.04
25,m25,10/22/20,44,FALSE,953,25,2.67,0.97,0.25,0.22,0.88,0.49,39.39,-0.93
25,m25,10/22/20,44,FALSE,295.5,16,9.82,0.48,-0.01,0.52,0.41,0.09,41.82,0.47
25,m25,10/22/20,45,FALSE,590,22,1.08,0.62,0.08,0,0.49,0.08,41.03,-0.09
25,m25,10/22/20,45,FALSE,850,0,0.2,0.91,0.7,0,0.91,0.7,37.36,0.46
25,m25,10/22/20,45,FALSE,487,17,4.39,0.83,0.47,0.58,0.89,0.64,38.63,-0.08
25,m25,10/22/20,45,FALSE,663,19,5.89,0.96,0.47,0.72,0.88,0.61,39.45,0.72
25,m25,10/22/20,46,FALSE,599,21,4.31,0.83,0.27,0,0.89,0.5,39.73,1.34
25,m25,10/22/20,46,FALSE,499,14,61.59,0.2,0.19,2.34,0.13,0.11,37.49,-0.25
25,m25,10/22/20,46,FALSE,1414.5,28,10.18,1,0.17,0.22,0.85,0.15,41.75,1.45
25,m25,10/22/20,46,FALSE,901.5,24,13.97,0.18,0.82,0.1,0.13,0.55,40.65,0.19
25,m25,10/22/20,47,FALSE,391,16,4.02,0.54,0.06,0.9,0.45,0.08,40.36,-0.72
25,m25,10/22/20,47,FALSE,400.5,13,1,0.16,0.12,0.24,0.09,0.09,37.61,0.21
25,m25,10/22/20,47,FALSE,1228.5,28,113.75,0.84,0.19,1.91,0.82,0.54,37.73,-1.02
25,m25,10/22/20,47,FALSE,705,19,9.71,0.52,0.13,1.54,0.49,0.36,40.83,-0.72
25,m25,10/22/20,48,FALSE,572.5,22,5.33,0.58,0.33,2.43,0.46,0.29,42.36,2.67
25,m25,10/22/20,48,FALSE,771.5,16,2.72,0.46,0.13,0,0.51,0.3,40.61,0.57
25,m25,10/22/20,48,FALSE,622,17,0.82,0.61,0.09,0.29,0.56,0.26,39.77,-0.2
25,m25,10/22/20,48,FALSE,918,19,0.45,0.63,0.34,0.14,0.52,0.34,39.13,-0.04
25,m25,10/22/20,49,FALSE,998.5,21,1.41,0.62,0.19,0.17,0.53,0.34,38.67,0.05
25,m25,10/22/20,49,FALSE,574,22,10.4,1,0.2,0,0.9,0.35,40.6,0.63
25,m25,10/22/20,49,FALSE,636,18,4.39,0.84,0.16,2.71,0.88,0.36,40.05,2.27
25,m25,10/22/20,49,FALSE,855,24,13.72,0.93,0.3,0.15,0.84,0.54,38.11,-1.58
25,m25,10/22/20,50,FALSE,1190,29,44.07,0.34,0.35,0.28,0.19,0.5,39.07,-2.91
25,m25,10/22/20,50,FALSE,679.5,21,1.81,0.61,0.33,0,0.5,0.24,41.21,1.44
25,m25,10/22/20,50,FALSE,811.5,20,1.84,0.62,0.14,0,0.52,0.28,38.73,-0.18
25,m25,10/22/20,50,FALSE,582.5,19,1.97,0.76,0.06,0,0.7,0.25,37.95,-0.7
25,m25,10/22/20,51,FALSE,366.5,16,16.12,0.43,0.1,0.9,0.37,0.25,39.95,0.15
25,m25,10/22/20,51,FALSE,822.5,25,30.23,0.69,0.29,1.71,0.72,0.6,38.15,1.75
25,m25,10/22/20,51,FALSE,353,16,2.86,0.02,0.93,0.43,0.11,0.92,39.09,-1.26
25,m25,10/22/20,52,FALSE,649,18,1.22,0.54,0.27,0,0.44,0.28,40.88,1.69
25,m25,10/22/20,52,FALSE,803,18,1.52,0.46,0.12,0.13,0.48,0.34,41.42,0
25,m25,10/22/20,52,FALSE,890,22,3.6,0.62,0.44,0.26,0.5,0.35,39.6,-0.85
25,m25,10/22/20,52,FALSE,901,21,0.72,0.56,0.44,0.18,0.47,0.28,38.12,-0.16
25,m25,10/22/20,53,FALSE,872.5,21,0.45,0.56,0.32,0.14,0.44,0.32,38.34,-0.13
25,m25,10/22/20,53,FALSE,655.5,20,0.63,0.62,0.5,0,0.53,0.34,39.55,0.06
25,m25,10/22/20,53,FALSE,894,19,3.12,0.44,0.04,0.38,0.49,0.25,38.86,-0.96
25,m25,10/22/20,53,FALSE,694,20,1.44,0.58,0.47,0,0.49,0.32,39.79,0.79
25,m25,10/22/20,54,FALSE,768.5,19,3.13,0.61,0.19,0.31,0.51,0.26,40.66,-0.22
25,m25,10/22/20,54,FALSE,654,18,3.82,0.49,0.06,0.66,0.43,0.24,40.03,-0.67
25,m25,10/22/20,54,FALSE,383,14,0.89,0.51,0.26,0.27,0.46,0.38,40.77,0.09
25,m25,10/22/20,54,FALSE,643,17,0.2,0.56,0.36,0,0.46,0.35,39.42,-0.18
25,m25,10/22/20,55,FALSE,737.5,18,1.81,0.55,0.33,0,0.45,0.39,39.24,-0.05
25,m25,10/22/20,55,FALSE,281.5,12,1.41,0.49,0.36,0.16,0.43,0.39,38.51,-0.18
25,m25,10/22/20,55,FALSE,586.5,18,0.57,0.52,0.39,0.44,0.42,0.38,39,-0.15
25,m25,10/22/20,55,FALSE,587.5,18,1.22,0.48,0.44,0.15,0.41,0.28,39.46,-0.03
25,m25,10/22/20,56,FALSE,797,21,2.79,0.57,0.24,0.3,0.46,0.26,40.1,-0.69
25,m25,10/22/20,56,FALSE,927,21,1.22,0.53,0.38,0.36,0.44,0.22,40.08,-0.37
25,m25,10/22/20,56,FALSE,990,25,4.44,0.94,0.56,0,0.81,0.51,38.88,-0.38
25,m25,10/22/20,56,FALSE,922,24,5.12,0.63,0.44,0,0.53,0.25,39.69,0.29
25,m25,10/22/20,57,FALSE,1078.5,26,22.09,0.27,0.59,2.5,0.16,0.38,38.25,-1.5
25,m25,10/22/20,57,FALSE,803,20,2.78,0.93,0.15,0.14,0.82,0.15,37.82,-2.06
25,m25,10/22/20,57,FALSE,346.5,14,6.03,0.29,0.87,0.2,0.37,0.91,39.17,-0.95
25,m25,10/22/20,57,FALSE,433.5,18,21.05,0.47,0.1,1.07,0.37,0.08,40.22,0.51
25,m25,10/22/20,58,FALSE,534,15,3.56,0.38,-0.02,2.59,0.43,0.12,40.45,-0.56
25,m25,10/22/20,58,FALSE,671.5,19,6.36,0.44,-0.02,0.79,0.47,0.21,40.72,-0.07
25,m25,10/22/20,58,FALSE,658.5,17,0.89,0.54,0.24,0.2,0.46,0.12,40.3,-0.74
25,m25,10/22/20,58,FALSE,884,23,0.45,0.58,0.01,0.15,0.47,0.16,39.51,0.25
25,m25,10/22/20,59,FALSE,712.5,20,0.2,0.54,0.03,0.14,0.44,0.15,39.88,-0.07
25,m25,10/22/20,59,FALSE,686.5,20,0.28,0.53,0,0.18,0.44,0.14,41.06,-0.11
25,m25,10/22/20,59,FALSE,609.5,17,0.45,0.52,0.1,0.11,0.43,0.16,39.37,-0.21
25,m25,10/22/20,59,FALSE,640,19,0.28,0.58,0.25,0.19,0.49,0.14,40.61,1.7
25,m25,10/22/20,60,FALSE,583.5,17,2,0.58,0.22,0.26,0.5,0.12,41.01,1.08
25,m25,10/22/20,60,FALSE,583.5,20,0.82,0.59,0.3,0.27,0.51,0.14,40.5,0.05
25,m25,10/22/20,60,FALSE,701,19,0.4,0.55,0.32,0.22,0.48,0.15,40.14,-0.05
25,m25,10/22/20,61,FALSE,605,16,1.34,0.44,-0.02,0.26,0.43,0.18,40.41,0.04
25,m25,10/22/20,61,FALSE,735,16,0.57,0.44,-0.02,0.12,0.43,0.18,40.01,0
25,m25,10/22/20,61,FALSE,756,15,0.63,0.44,-0.02,0.28,0.42,0.16,40.21,-0.02
25,m25,10/22/20,61,FALSE,769,17,0.72,0.45,-0.02,0,0.42,0.18,39.88,0.08
25,m25,10/22/20,62,FALSE,718,19,0.28,0.54,0.18,0.38,0.44,0.11,39.99,0.3
25,m25,10/22/20,62,FALSE,570,13,1.61,0.47,-0.01,0.39,0.44,0.14,40.37,-0.26
25,m25,10/22/20,62,FALSE,816,22,1.46,0.55,0.16,0,0.43,0.12,39.8,0.05
25,m25,10/22/20,62,FALSE,790.5,21,1.46,0.54,0.15,0,0.43,0.12,40.03,-0.09
25,m25,10/22/20,63,FALSE,778,18,0.72,0.54,0.02,0.23,0.47,0.18,39.55,0
25,m25,10/22/20,63,FALSE,796.5,21,0.63,0.54,0.04,0,0.43,0.16,39.28,0.08
25,m25,10/22/20,63,FALSE,633.5,18,0.89,0.55,0.23,0,0.46,0.12,38.97,0.02
25,m25,10/22/20,63,FALSE,632.5,19,0.89,0.55,0.23,0.15,0.46,0.12,39.66,0.08
25,m25,10/22/20,64,FALSE,607.5,18,1.22,0.55,0.26,0.15,0.47,0.14,39.22,0.2
25,m25,10/22/20,64,FALSE,627,18,0.28,0.58,0.24,0,0.49,0.14,40.54,0.2
25,m25,10/22/20,64,FALSE,622.5,19,1.61,0.58,0.27,0,0.49,0.14,38.86,0
25,m25,10/22/20,64,FALSE,587,19,1.22,0.58,0.25,0,0.49,0.12,39.73,0.38
25,m25,10/22/20,65,FALSE,701,18,0.6,0.48,-0.02,0.23,0.48,0.2,39.9,-0.16
25,m25,10/22/20,65,FALSE,697,19,2.51,0.55,0.02,0.2,0.47,0.18,39.17,0.28
25,m25,10/22/20,65,FALSE,485,17,0.63,0.56,0.13,0.24,0.47,0.09,40.46,0
25,m25,10/22/20,65,FALSE,548.5,19,0.28,0.56,0.2,0,0.46,0.11,39.66,-0.02
